up_cluster_name,down_cluster_name,passengers_count,line_direction,timelaps,goal,line
LES ECRINS,PLACE DU MARCHE CACHIN,1.358445,ALL,ALL,ALL,ligne-19
JULES GUESDE,PLACE DU MARCHE CACHIN,1.0460752941,ALL,ALL,ALL,ligne-19
RUE PASTEUR,PLACE DU MARCHE CACHIN,3.5291330104,ALL,ALL,ALL,ligne-19
CURIE - VERCORS,PLACE DU MARCHE CACHIN,4.125434225399999,ALL,ALL,ALL,ligne-19
LOUIS MAISONNAT,PLACE DU MARCHE CACHIN,46.27995681430001,ALL,ALL,ALL,ligne-19
ARISTIDE BERGES,PLACE DU MARCHE CACHIN,3.6423987836,ALL,ALL,ALL,ligne-19
BOUCHAYER HOTEL DE VILLE,PLACE DU MARCHE CACHIN,14.563997405199997,ALL,ALL,ALL,ligne-19
MURAILLES,PLACE DU MARCHE CACHIN,2.9258815385,ALL,ALL,ALL,ligne-19
BELVEDERE,PLACE DU MARCHE CACHIN,0.9388077612,ALL,ALL,ALL,ligne-19
CENTRE-VILLAGE,PLACE DU MARCHE CACHIN,0.0,ALL,ALL,ALL,ligne-19
VILLAGE (SEYSSINET-PARISET),PLACE DU MARCHE CACHIN,0.0,ALL,ALL,ALL,ligne-19
L'OVALIE,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
LE GUA,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
PLACE DE LA LIBERATION,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
TREFFORINE,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
PRE FLEURY,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
LES PIES,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
LA POYA,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
GERARD PHILIPE,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
RUE DES ALPES,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
MARAT,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
LES ECRINS,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
JULES GUESDE,MURAILLES,2.2092378226,ALL,ALL,ALL,ligne-19
PLACE DU MARCHE CACHIN,MURAILLES,1.1631625285,ALL,ALL,ALL,ligne-19
RUE PASTEUR,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
CURIE - VERCORS,MURAILLES,0.9404292784,ALL,ALL,ALL,ligne-19
LOUIS MAISONNAT,MURAILLES,17.2256135989,ALL,ALL,ALL,ligne-19
ARISTIDE BERGES,MURAILLES,11.6129410999,ALL,ALL,ALL,ligne-19
BOUCHAYER HOTEL DE VILLE,MURAILLES,0.0,ALL,ALL,ALL,ligne-19
